,review,polarity
7305,저소음 제품이라 선택했어요..  사용해보니 수면풍은 매우 조용한데 에코풍에서는 소음이 조금 있어서 좀 아쉬워요. ㅜ ,부정
7306,무소음 제품이라고 하더니 정말 소리가 하나도 들리지 않아 조용해서 정말 마음에 들어요!!,긍정
7307, 디자인도 깔끔하고 예뻐서 맘에 들어요~,긍정
7308,제품 가성비는 훌륭해서 마음에 듭니다. ,긍정
7309,터보 모터를 달았는지 켜면 습도도 잘 잡아 줘서 대만족이예요. ,긍정
7310, 디자인도 굿입니다.,긍정
7311,제품 가격도 무척 저렴하게 구입해서 만족해요. ,긍정
7312,작동시 열감이 좀 있네요..,부정
7313,배송받은 실버 색상이 촌스럽고 올드하네요.,부정
7314,제품 성능도 우수해 온수가 잘나와 만족해요. ,긍정
7315,제품 사이즈가 한 덩치해서 안방에 놓으니 답답하네요.. 안 좋아요.. ,부정
7316,흡입력이 약해서 맘에 들지 않지만,부정
7317,가끔씩소리가 요란해서 시끄워요.,부정
7318,헤드 고정력이 약해서 아쉬워요.,부정
7319,또 무게가 상당히 무거운 점도 별로 안 좋아요.. ,부정
7320,또 무게도 가벼워서 옮기기도 쉬워서 마음에 들어요. ,긍정
7321,새로산 제품인데 바퀴가 잘 안밀어져서 품질에 별하나 빼요-_-);;,부정
7322,제품에 검은 뾰족한게 있고 하자문제가 있어서 슬프네요 ㅜ ,부정
7323,다만 예상보다 작동 소음이 커서 살짝 실망했어요. ㅜ ,부정
7324,이 정도면 용량이 넘쳐서 반팔만 입을 정도로 금새 덥습니다.^^ ,긍정
7325,다만 모터소음이 커서 좀 불편하고 아쉽네요.. ㅜ ,부정
7326,다만 제품 무게가 너무너무 무거워서 어르신들이 옮기기에 불편하고 안좋네요.. ,부정
7327,소비전력 1등급이라더니 전기 절약되는거 실감 안나 별로네요. ,부정
7328,시원한 바람도 잘 나오고 리모컨이 있어서 편하고 좋아요~,긍정
7329,진작에 만들어진 제품이라 싼건지 몰라도 다른곳보다 가격은 저렴해요.,중립
7330,공기청정기 따로 없는데 공기청정기능까지 되니 일석이조 ~!  만족감이 큽니다.. ,긍정
7331,디자인도 심플하고 깔끔한 부분이 마음에 들었어요 ,긍정
7332,제품 사용할때 작동 소음이 살짝 큰 편이라 안 좋네요. ㅜ ,부정
7333,회전각도가 넓지않아 아쉽네요.,부정
7334,성능도 말할필요없어요 짱!. ,긍정
7335,배수호스 연결이 가능해 물통 비우는 수고로움이 사라져 대만족입니다. ,긍정
7336,자동배수 호스가 헐렁해서 자꾸 빠지는게 별로네요..,부정
7337,분리했다 해야되서 불편할거  같고 분실할 수도 있을거 갈아요,부정
7338,용량이 작은지 금방 물이 차서 좀 귀찮네요 ,부정
7339,현재 습도 상태도 직관적으로 볼수 있어 너무 편리합니다. ,긍정
7340,아주저렴하게구매해서,긍정
7341,기스는 좀 그러네요,부정
7342,제습력은 매우 뛰어나 곰팡이 냄새 났던 이불이 뽀송해져서 마음에 듭니다. ,긍정
7343,따뜻한 바람이 잘 나오니까 맘에 쏙 들어요!,긍정
7344,가격대비 가성비 좋은 제품이라 좋아요!! ,긍정
7345,다만 제품 색상이 깨끗한 화이트가 아니라서 실물에 실망했어요. ㅜ ,부정
7346,설치기사분이 초보라 오래 걸린건데 3만원 더 받아가셨어요.,부정
7347,설치가 쉽고 편리해서 만족해요~,긍정
7348,일단 외관이 깔끔하고 예뻐요,긍정
7349, 용량이 작아서 작은방에 사용하기 딱 좋아요~,긍정
7350,거실이 작은데도 3미터이상 바람 안와요ㅜ 성능 완전 별로,부정
7351,역시 OOO 제품 믿고 사길 잘했어요~,긍정
7352,ooo역시 실망시키지 않네요~ ,긍정
7353,무소음이라 심야시간에 조용해서 좋습니다.,긍정
7354,기존 제습기 소음이 너무 커서 바꿨더니 소음이 작아서 조용해요. ,긍정
7355,"단, 물통에 손잡이가 있었으면 하는 아쉬움있어요. ",부정
7356,소음이 없고 조용해서 사용하기 좋아요~,긍정
7357,다만 저소음 제품이라 그런지 사용할때 조용한 점은 인정.. 좋습니다. ,긍정
7358,000 제품이라 만족합니다.,긍정
7359,디자인도 튀지않고 무난해서 좋네요,긍정
7360,가격은 비싼데 조금 조잡해요.,부정
7361,소리가 너무커요.,부정
7362,기본키트에 나사가 안풀려서 추가키트랑 연결을못해서 설치를못하고있어요.,부정
7363,설치하자마자 냉방 기능이 잘 안되네요...,부정
7364,고정틀과 에어컨결합도 되지않아서 불편해요. ,부정
7365,무게가 가벼워서 작동할때 떨림이 있어 별로네요,부정
7366,조용...,긍정
7367,물통 비우는 방법이 매우 간편해서 마음에 듭니다. ,긍정
7368,제품이 무거워 옮기려면 팔이 아파요.,부정
7369,선풍기 바람보다 훨씬 시원해서 좋았어요,긍정
7370,1단계로 틀어도 바람이 은은하고 시원해서 아이가 잘 때 사용하면 딱이예요,긍정
7371,제습기 특성상 작은 소음이 있긴 하지만 거슬릴 정도는 아니라 괜찮아요~,중립
7372,제습력도 우수해서 끈적거렸던 피부가 뽀송해져서 흡족합니다..  강추~,긍정
7373,하루 종일 켜놔야 하는 날이면 전기세가 걱정돼요 에너지 효율이 3등급이라..,부정
7374,바퀴가 업그레이 되어 부드럽게 잘 돌아가지니 베리베리 굿!!,긍정
7375,제품 조립하기는 간단해서 쉽네요. ,긍정
7376,검정이라그런지 좀 투박함,부정
7377,드레스방에 눅눅함을 제거하기 위해서 구입한거라 제품 사이즈도 방 크기에 사용하기 딱 알맞아서 대만족입니다. ,긍정
7378,무게는 어쩔수 없네요,부정
7379,가격이 좋게 나와서 얼른 구매하길 잘했어요,긍정
7380,설치도 간단하고,긍정
7381,싼가격치고는 괜찮네요,중립
7382,제품 외관은 사진보다 실물이 훨씬 깔끔하고 멋지네요.. 굿~^^ ,긍정
7383,타 제품 비교해도 소음이 적어서 거슬리지 않고,긍정
7384,제품 출고 전에 불량 검수를 좀 더 철저하게 안하는 거 같아 아쉽네요.,부정
7385, 완전히 따뜻해질 때까지는 조금 시간이 걸려 아쉬워요 ㅠ,부정
7386,리모컨도 없습니다.,부정
7387,다만 플라스틱 소재가 고급스럽지 않고 약간 허접에서 마음에 안드네요. ㅜ,부정
7388,시간이 좀 짧아 자는 내내 사용이 안돼서 별 반개 취소,부정
7389,작은방은 제습기 틀면 금새 공기가 뽀송해져서 대만족이예요.,긍정
7390, 제품 기름 냄새도 타 제품에 비해 덜 나는 것 같아 전 만족해요. ,긍정
7391, 소리는 에어컨 실외기 소리만큼 시끄러워요.,부정
7392,물통 수시로 비워 줘야해서 그건 좀 귀찮고 불편하네요. ,부정
7393,가격이 생각보다 비싸서 놀랐어요.,부정
7394,소음도 크지 않아서 만족해요!!,긍정
7395,디자인이 너무 심플하다못해 단순해서 맘에 안드네요 ㅠ,부정
7396,교환제품 받은지 몇일만에 고장. 뭐 이런제품이 살다 처음보네요.,부정
7397,디자인은 단조롭고 별로지만,부정
7398,물통 용량이 커서 아주 만족하며 쓰고 있습니다. ,긍정
7399,소리도 시끄러울 정도로 커요,부정
7400,제습기 성능이 확실해서 굽굽함도 없고 빨래도 금방 말라서 정말 좋아요.강력추천!!,긍정
7401,다만 굉장히 무게가 무거워서 옮길때 애먹었습니다 허리조심하세요,부정
7402, 암튼 기능이 실망스러운 서풍기에요,부정
7403,실버컬러 좋아해서 주문했는데 아이보리색이 왔어요ㅠ,부정
7404,부모님댁 벽난로와 비교해도 훨씬 더 화력좋고 따뜻합니다. ^^,긍정
7405,제품 기능이 좋아 추운줄 모르고 밤낚시 즐겨서 상당히 만족했어요. ^^,긍정
7406,작동하는 방법도 간단해서 쉽게 사용할 수 있습니다.,긍정
7407,설치비용무료라니 너무 좋아요 ,긍정
7408,소리가 너무 커서  신경쓰인다고 못하겠다고 하네요.ㅠㅠ,부정
7409,습도자동조절모드로 습도가 80%였는데 금방 떨어지네요~,긍정
7410,또 제품 외형이 매우 모던하고 심플한 느낌이라 제방 인테리어와 찰떡으로 어울려서 만족해요.. ,긍정
7411,국산이라 품질도 믿고 사용할수있어 좋아요,긍정
7412,기능성에대해서는 만족하지못하네요 시원하지않아요 ;;;,부정
7413,바람도 시원한 줄 모르겠네요.,부정
7414,그나마 리모콘으로는 조작이 잘 돼서 다행이고 안심입니다. ,긍정
7415,물통 용량은 생각보다 작아서 자주버려야 하니 아쉽네요,부정
7416,그런데 습기 빨아들이는 속도가 넘 느려서 답답하네요..,부정
7417,제습력도 우수해 집안의 눅눅함이 사라지고 상쾌해져서 만족해요. ,긍정
7418,작은 방에 사용하기  딱 적당한 용량이라 만족합니다~,긍정
7419,물건도 받아서 아직 쓰진않고 포장만 뜯어놨는데 공기청정기 꽤 큽니다 다른 모델 살걸 후회됩니다,부정
7420, 좋은 가격에 구매해서 너무 뿌듯하네요!!,긍정
7421,다만 제가 블랙 색상을 좋아하는데 화이트밖에 판매하는 색상이 없어서 안타깝네요.ㅜ 블랙을 원해요! ㅜㅜ,부정
7422,생각보다 소음이 좀 커서 거슬리고 안 좋네요. ㅜ ,부정
7423,가격은 사실 비싼편입니다. ㅠㅠ,부정
7424,40만원짜리 고물을 샀네요. ,부정
7425, 디자인도 깔끔해서 좋구요.,긍정
7426,사용해보니 오래틀어놔야 따뜻해지는것같아서 아쉽네요 ㅜ ,부정
7427,소음이 조금있긴한데 성능은 좋습니다.,중립
7428,가격대비 가성비 좋은 제품이라 만족해요~,긍정
7429,제품에 스크래치가 있어요.. ,부정
7430,주변에서 계절가전은 ooo회사가 제일 좋다고 칭찬해서 구입했는데 사용해보니 너무 좋네요.. ,긍정
7431,켜놓고 한참이 지났는데도 하나도 따뜻하지 않아요.,부정
7432,바람도 3단 해도  생각 보다는  바람이 시원한 느낌이 안 들지만 ,부정
7433,오늘 더워서 퇴근후 작동해보니 펜이 안돌아가서 선풍기보다도  안시원합니다ㅠㅠ,부정
7434,또 제품 가격이 너무 비싸서 안 좋아요. ㅜ ,부정
7435,5단계로 조절하려면 버튼을 계속 눌러야 하고 절전모드로 되면 2번을 눌러야 하니..조작법이 완전 별로..,부정
7436,습하고 굽굽한 냄새를 잘 빨아들이고 빨래도 짱 잘말라서 정말 좋아요.제습력 완전 짱입니다!!!,긍정
7437,충전식이 아니라 아쉽네요 ,부정
7438,역시 OOO 신뢰감 최고입니다. ,긍정
7439,소비전력 등급이 낮은건 아쉽네요. ,부정
7440,편리함 보다는 불편함이 많네요.,부정
7441, 다만 가까이에서만 따뜻해서 사용하기에 좋은 편은 아닌 것 같아요..,부정
7442,색상은 생각한것보다 좀 달라서 아쉬워요,부정
7443,또한 8단부터는 소리가 좀 시끄러워지네요,부정
7444,적립금있어서 저렴하게 구매해서 잘 사용힌고 있어요,긍정
7445,소음은 정말 하나도 안들려서 좋아요~~,긍정
7446,디자인도 예쁘고 깔끔하네요. ,긍정
7447,제품 제조일이 최신이 아니고 작년 제품이라 좀 아쉽네요.,부정
7448,제습이나 다양한 기능들이 잘 작동해서 좋습니다.,긍정
7449,크기는 생각보다 작지만..,중립
7450," 오로지 on,off기능만 있지만 쓸만해요",중립
7451,"리모콘도, 본체작동할 때도 특히 회전할 때도 2번을 눌러야 하니까 작동되는게 너무 별로예요  2시간 지나면 자동오프 되는 것도 썩...",부정
7452,생각했던것보다 제품 무겁지 않아 좋아요. 휴대하기 편리하겠어요. ,긍정
7453,움직이면 어느새 이탈하여 만져줘야하고,부정
7454,타사제품에 비해 제품 사용할때 소음없고 조용해서 만족스럽네요.. ,긍정
7455,그런데 색상이 두 가지로 되어 있어서 금방 질릴 거 같아요 ,부정
7456,사용하던 제품이 만족스러워 같은 OOO회사 제품으로 구매했어요.. 역시나 너무 좋네요..,긍정
7457,써큘레이터라고 하기엔 풍속이 그럭저럭이라 아쉽네요..,부정
7458,생각했던 사이즈보다 더 커서 별로예요ㅜ ,부정
7459,다만 난로라 공기가 건조해지는 건 있어요.,부정
7460,근데 제일 중요한 품질이 빠져서 아쉽네요,부정
7461,디자인이 깔끔하고 고급스러워서 맘에 듭니다^^,긍정
7462,바람이 더운 바람이 나와서 여름엔 실내온도가 많이 올라가서 그건 아쉽네요..,부정
7463,꿉꿉한게 제습이 아주 잘되는것 같진 않지만 그럭저럭 괜찮네요...,중립
7464,구멍이없어 있는 힘껏 쪼이긴하는데 잘 안되네요,부정
7465,정말조용합니다 ,긍정
7466,사이즈가 아담해서 책상 아래 두고 사용하기 편리합니다. ~!,긍정
7467,심플하면서도 깔끔해서 제가 원하던 디자인이라 맘에 듭니다.,긍정
7468,"헤드의 팬 사이즈는 예상보다 작아서 다소 아쉽지만,, ",부정
7469,제습속도가 꽤 걸리지만 시간 지나니 뽀송해지네요,중립
7470,기존보다 룸콘트롤러 사이즈가 무척 커서 문틀에 걸쳐 설치되어 좀 불편하고 아쉬워요. ㅜ ,부정
7471,생각보다 소음이 크지도 않고,긍정
7472,물 넣어서 틀어봐야 선풍기랑 별차이 없습니다,중립
7473,제습기 돌아가는 소리가 거의 안나고 조용해서 좋아요~~~,긍정
7474,제품 하단부 마감이 허술하게 되어있어 실망스럽습니다.,부정
7475,ooo 제품 사용하기 편리합니다. ^^,긍정
7476,다만 색상이 화이트 색상 1개라 취향이 다른 사람에게 선택할 수 있는 컬러가 없다는 점이 아쉬워요,부정
7477,버튼도 잘 눌리지 않아서 정말 별로네요.,부정
7478,타사보다 확실히 가격은 비싸편입니다. ,부정
7479,가격이 많이 비싸서 아쉬워요. ,부정
7480,시원하지 않아요 정말 기대하고 준비했는데,부정
7481,소리만 작았어도 ㅜㅜ 아쉽네요 ,부정
7482,짱짱  작고  예뻐요 ,긍정
7483,디자인이 너무 깜찍하고 예뻐서 마음에 쏙 듭니다~^^,긍정
7484,다만 예상보다 모터소음과 약간의 진동이 느껴져서 아쉬워요. ㅜ ,부정
7485,거기다 건조기능까지 있으니 뽀송하게 사용할 수 있어 좋아요.,긍정
7486,또 제품 사용할때 매우 조용해서 대만족입니다.. ,긍정
7487,이전 제품과 같은 등유 사용했는데 이전제품보다 냄새가 심하게 많이 나요~손잡이도 계속 빠지고,부정
7488,제품 퀄리티가 별로예요~ 너무 약해보입니다 ,부정
7489,생각했던 것보다 제습력이 좋아요.. 물통에 물이 금방 차오르네요.. ㅎㅎ 마음에 듭니다. ,긍정
7490,손잡이가 불편하게 만들어져 있어서 아쉽네요.,부정
